mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
45482200000A,2022-04-28T03:10:06.000Z,0,0.2323,NaN,9.9035,Infinity,NaN,Infinity
,,1409.375,0.0287,0.0144,0.0048,0.0032,0.0016,0.0005
,,1412.5,0.0192,0.0216,0.0287,0.0022,0.0024,0.0032
,,1415.625,0.0335,0.0168,0.0144,0.0038,0.0019,0.0016
,,1418.75,0.0479,0.0383,0.0311,0.0054,0.0043,0.0035
,,1421.875,0.0359,0.0287,0.0311,0.004,0.0032,0.0035
,,1425,0.0527,0.0383,0.0216,0.0059,0.0043,0.0024
,,1428.125,0.012,0,0.0192,0.0013,0,0.0021
,,1431.25,0.0647,0.0287,0.0263,0.0072,0.0032,0.0029
,,1434.375,0.0407,0.0287,0.0072,0.0045,0.0032,0.0008
,,1437.5,0.0192,0.0311,0.012,0.0021,0.0034,0.0013
,,1440.625,0.0431,0.0335,0.0263,0.0048,0.0037,0.0029
,,1443.75,0.0287,0.012,0.0479,0.0032,0.0013,0.0053
,,1446.875,0.0862,0.024,0.0431,0.0095,0.0026,0.0047
,,1450,0.0287,0.0287,0.0216,0.0032,0.0032,0.0024
,,1453.125,0.0168,0.0335,0.0144,0.0018,0.0037,0.0016
,,1456.25,0.0359,0.024,0.0431,0.0039,0.0026,0.0047
,,1459.375,0.0575,0.0072,0.0072,0.0063,0.0008,0.0008
,,1462.5,0.0144,0.0072,0.0168,0.0016,0.0008,0.0018
,,1465.625,0.0192,0.0168,0.0072,0.0021,0.0018,0.0008
,,1468.75,0.0216,0.0072,0.0192,0.0023,0.0008,0.0021
,,1471.875,0.0479,0.012,0.0192,0.0052,0.0013,0.0021
,,1475,0.0359,0.0263,0.024,0.0039,0.0028,0.0026
,,1478.125,0.024,0.0263,0,0.0026,0.0028,0
,,1481.25,0.012,0.0072,0.0072,0.0013,0.0008,0.0008
,,1484.375,0.024,0.012,0.012,0.0026,0.0013,0.0013
,,1487.5,0.0192,0.012,0.0192,0.0021,0.0013,0.0021
,,1490.625,0.0072,0.0144,0.012,0.0008,0.0015,0.0013
,,1493.75,0.0455,0.024,0.0311,0.0048,0.0026,0.0033
,,1496.875,0.0072,0.0072,0.0192,0.0008,0.0008,0.002
,,1500,0.0144,0.0072,0.0072,0.0015,0.0008,0.0008
,,1503.125,0.0263,0.0192,0.0072,0.0028,0.002,0.0008
,,1506.25,0.0144,0.0263,0.0263,0.0015,0.0028,0.0028
,,1509.375,0.0144,0.0048,0.0216,0.0015,0.0005,0.0023
,,1512.5,0.0216,0.024,0.0192,0.0023,0.0025,0.002
,,1515.625,0.0311,0.0072,0.0048,0.0033,0.0008,0.0005
,,1518.75,0,NaN,0.0192,0,NaN,0.002
,,1521.875,0.0263,NaN,0.0192,0.0028,NaN,0.002
,,1525,0.0192,NaN,0.0072,0.002,NaN,0.0008
,,1528.125,0.0216,NaN,0,0.0022,NaN,0
,,1531.25,0.0216,NaN,0.0192,0.0022,NaN,0.002
,,1534.375,0.0216,NaN,0.0263,0.0022,NaN,0.0027
,,1537.5,0.012,NaN,0.012,0.0012,NaN,0.0012
,,1540.625,0.012,NaN,0,0.0012,NaN,0
,,1543.75,0.012,NaN,0.0216,0.0012,NaN,0.0022
,,1546.875,0.0383,NaN,0.0168,0.0039,NaN,0.0017
,,1550,0.0048,NaN,0.0144,0.0005,NaN,0.0015
,,1553.125,0,0,0,0,0,0
,,1556.25,0.0192,0.024,0.024,0.002,0.0025,0.0025
,,1559.375,0.0335,0.0192,0.0168,0.0034,0.002,0.0017
,,1562.5,0,0.0192,0.0144,0,0.002,0.0015
,,1565.625,0.012,0.0072,0.0048,0.0012,0.0007,0.0005
,,1568.75,0,0.0072,0.0168,0,0.0007,0.0017
,,1571.875,0.0287,0.0144,0.012,0.0029,0.0015,0.0012
,,1575,0.0144,0.0144,0.012,0.0015,0.0015,0.0012
,,1578.125,0.0072,0.0144,0,0.0007,0.0015,0
,,1581.25,0.0144,0.0192,0.0311,0.0014,0.0019,0.0031
,,1584.375,0.0263,0.0144,0.024,0.0026,0.0014,0.0024
,,1587.5,0.0192,0.0192,0.0144,0.0019,0.0019,0.0014
,,1590.625,0.0072,0.0072,0,0.0007,0.0007,0
,,1593.75,0.012,0.0144,0.0263,0.0012,0.0014,0.0026
,,1596.875,0.0359,0.024,0.0311,0.0036,0.0024,0.0031
,,1600,0,0,0,0,0,0
45482200000A,2022-04-28T10:09:47.000Z,0,0.1389,2.7519,9.755,Infinity,Infinity,Infinity
,,3.125,0.206,0.2635,0.2946,10.4915,13.4199,15.0039
,,6.25,0.0431,0.1916,0.0287,1.0975,4.8791,0.7308
,,9.375,0.1868,0.1245,0.3521,3.1712,2.1136,5.9774
,,12.5,0.0359,0.2443,0.1437,0.4571,3.1105,1.8296
,,15.625,0.2898,0.2491,0.3521,2.9519,2.5373,3.5865
,,18.75,0.0551,0.2491,0.0623,0.4677,2.1144,0.5288
,,21.875,0.1341,0.3042,NaN,0.9757,2.2133,NaN
,,25,0.079,0.2682,NaN,0.5029,1.7074,NaN
,,28.125,0.5389,0.3305,NaN,3.0496,1.8702,NaN
,,31.25,0.0934,0.1006,NaN,0.4757,0.5124,NaN
,,34.375,0.1844,0.4527,NaN,0.8538,2.096,NaN
,,37.5,0.1437,0.7497,NaN,0.6099,3.1818,NaN
,,40.625,1.9113,1.2311,NaN,7.4878,4.823,NaN
,,43.75,0.891,0.5988,NaN,3.2413,2.1783,NaN
,,46.875,0.4167,0.3185,NaN,1.4148,1.0814,NaN
,,50,0.3545,0.4119,NaN,1.1284,1.3111,NaN
,,53.125,1.1137,0.5844,NaN,3.3365,1.7508,NaN
,,56.25,0.1724,0.1533,NaN,0.4878,0.4338,NaN
,,59.375,0.2539,0.2515,0.1198,0.6806,0.6741,0.3211
,,62.5,0.1221,0.5964,0.3976,0.3109,1.5187,1.0125
,,65.625,0.6107,0.5772,0.3401,1.4811,1.3998,0.8248
,,68.75,0.0766,0.2802,0.1317,0.1773,0.6487,0.3049
,,71.875,0.1772,0.3138,0.1485,0.3924,0.6949,0.3288
,,75,0.1198,0.0359,0.5676,0.2542,0.0762,1.2045
,,78.125,0.3401,0.2491,0.1677,0.6928,0.5075,0.3416
,,81.25,0.1964,0.6371,0.2275,0.3847,1.248,0.4456
,,84.375,0.1988,1.0874,0.0287,0.375,2.0511,0.0541
,,87.5,0.2587,1.1712,0.6251,0.4706,2.1303,1.137
,,90.625,0.3114,1.2023,1.4275,0.5469,2.1115,2.507
,,93.75,0.0623,0.7449,0.6012,0.1058,1.2646,1.0206
,,96.875,0.194,0.2874,0.491,0.3187,0.4722,0.8067
,,100,0.1198,0.1461,0.2419,0.1907,0.2325,0.385
,,103.125,NaN,0.4072,0.4431,NaN,0.6284,0.6838
,,106.25,NaN,0.0934,0.4024,NaN,0.1399,0.6028
,,109.375,NaN,0.3473,0.2371,NaN,0.5054,0.345
,,112.5,NaN,0.1533,0.3688,NaN,0.2169,0.5217
,,115.625,NaN,0.0647,0.5988,NaN,0.0891,0.8242
,,118.75,NaN,0.115,0.764,NaN,0.1541,1.024
,,121.875,NaN,0.2826,0.6131,NaN,0.369,0.8006
,,125,NaN,0.285,0.7329,NaN,0.3629,0.9332
,,128.125,NaN,0.273,1.2263,NaN,0.3391,1.5233
,,131.25,NaN,0.3976,1.7101,NaN,0.4821,2.0737
,,134.375,NaN,0.0862,0.5461,NaN,0.1021,0.6468
,,137.5,0,0.6179,1.0969,0,0.7152,1.2697
,,140.625,0.1221,0.4383,0.867,0.1382,0.4961,0.9812
,,143.75,0.0671,0.4383,0.5317,0.0743,0.4853,0.5887
,,146.875,0.0192,0.6634,0.6107,0.0208,0.7189,0.6618
,,150,0.2682,0.3952,0.9916,0.2846,0.4193,1.0521
,,153.125,0.1054,0.1677,0.5652,0.1096,0.1743,0.5875
,,156.25,0.17,0.6443,0.4862,0.1732,0.6563,0.4952
,,159.375,0.2802,0.1174,0.5437,0.2798,0.1172,0.5429
,,162.5,0.1629,0.3161,0.3449,0.1595,0.3096,0.3378
,,165.625,0.309,0.297,0.4503,0.2969,0.2854,0.4327
,,168.75,0.1772,0.3664,0.3952,0.1671,0.3456,0.3727
,,171.875,0.2635,0.4215,0.5964,0.244,0.3903,0.5523
,,175,0.4024,0.3042,0.5125,0.366,0.2767,0.4661
,,178.125,0.3138,0.6562,0.4862,0.2804,0.5863,0.4344
,,181.25,0.5006,0.1485,0.673,0.4396,0.1304,0.591
,,184.375,0.4934,0.2682,0.2587,0.4259,0.2315,0.2233
,,187.5,0.5772,0.1916,0.0814,0.4899,0.1626,0.0691
,,190.625,0.3712,0.1844,0.1916,0.3099,0.154,0.16
,,193.75,0.4096,0.079,0.1892,0.3365,0.0649,0.1554
,,196.875,0.1964,0.0647,0.1964,0.1588,0.0523,0.1588
,,200,0.3066,0.2419,0.2108,0.244,0.1925,0.1677
,,203.125,0.2012,0.1485,0.1317,0.1576,0.1164,0.1032
,,206.25,0.6131,0.2419,0.0287,0.4731,0.1867,0.0221
,,209.375,0.3353,0.0982,0.091,0.2549,0.0746,0.0692
,,212.5,0.4311,0.1437,0.2611,0.3229,0.1076,0.1956
,,215.625,0.5437,0.091,0.1557,0.4013,0.0672,0.1149
,,218.75,0.5844,0.1892,0.1629,0.4252,0.1377,0.1185
,,221.875,0.4431,0.479,0.3377,0.3178,0.3436,0.2422
,,225,0.7473,NaN,0.2132,0.5286,NaN,0.1508
,,228.125,0.6419,NaN,0.1102,0.4478,NaN,0.0769
,,231.25,0.7281,NaN,0.1317,0.5011,NaN,0.0906
,,234.375,0.6036,NaN,0.115,0.4099,NaN,0.0781
,,237.5,0.3185,NaN,0.0862,0.2134,NaN,0.0578
,,240.625,0.2036,NaN,0.273,0.1347,NaN,0.1806
,,243.75,0.4551,NaN,0.2898,0.2972,NaN,0.1892
,,246.875,0.2491,NaN,0.1341,0.1606,NaN,0.0865
,,250,0.1341,NaN,0.2036,0.0854,NaN,0.1296
,,253.125,0.1629,NaN,0.1102,0.1024,NaN,0.0693
,,256.25,0.2108,NaN,0.182,0.1309,NaN,0.113
,,259.375,0.1724,0,0.1796,0.1058,0,0.1102
,,262.5,0.103,0.1868,0.1437,0.0624,0.1133,0.0871
,,265.625,0.3257,0.2491,0.273,0.1952,0.1493,0.1636
,,268.75,0.206,0.0623,0.1772,0.122,0.0369,0.1049
,,271.875,0.4311,0.0671,0.1724,0.2524,0.0393,0.1009
,,275,0.091,0.1102,0.1102,0.0527,0.0638,0.0638
,,278.125,0.1317,0.0982,0.1677,0.0754,0.0562,0.096
,,281.25,0.0551,0.0814,0.1198,0.0312,0.0461,0.0678
,,284.375,0.1653,0.0719,0.0599,0.0925,0.0402,0.0335
,,287.5,0.0359,0.0814,0.1389,0.0199,0.0451,0.0769
,,290.625,0.1772,0.0599,0.2922,0.097,0.0328,0.16
,,293.75,0.1006,0.1485,0.206,0.0545,0.0805,0.1116
,,296.875,0.1796,0.0263,0.0862,0.0963,0.0141,0.0462
,,300,0.0958,0.1868,0.2706,0.0508,0.0991,0.1436
,,303.125,0.1916,0.2443,0.115,0.1006,0.1283,0.0604
,,306.25,0.1198,0.091,0.3305,0.0623,0.0473,0.1718
,,309.375,0.1796,0.2251,0.2347,0.0924,0.1158,0.1207
,,312.5,0.1629,0.1677,0.3305,0.083,0.0854,0.1683
,,315.625,0.1605,0.1581,0.1437,0.0809,0.0797,0.0725
,,318.75,0.0982,0.0862,0.0479,0.049,0.043,0.0239
,,321.875,0.0407,0.1221,0.0742,0.0201,0.0604,0.0367
,,325,0.1174,0.091,0.0527,0.0575,0.0446,0.0258
,,328.125,0.1677,0.0958,0.0719,0.0813,0.0465,0.0349
,,331.25,0.0527,0.0575,0.0982,0.0253,0.0276,0.0472
,,334.375,0.0335,0.1293,0.0742,0.0159,0.0615,0.0353
,,337.5,0.1605,0.0431,0.1437,0.0757,0.0203,0.0678
,,340.625,0.091,0.0455,0.0192,0.0425,0.0213,0.009
,,343.75,0.2012,0.1245,0.3018,0.0932,0.0576,0.1397
,,346.875,0.1772,0.1006,0.1245,0.0813,0.0462,0.0571
,,350,0.0287,0.1509,0.1221,0.0131,0.0686,0.0555
,,353.125,NaN,0.1221,0.0359,NaN,0.055,0.0162
,,356.25,NaN,0.1198,0.1868,NaN,0.0535,0.0835
,,359.375,NaN,0.0766,0.1269,NaN,0.0339,0.0562
,,362.5,NaN,0.1868,0.1413,NaN,0.082,0.062
,,365.625,NaN,0.079,0.1078,NaN,0.0344,0.0469
,,368.75,NaN,0.1078,0.0311,NaN,0.0465,0.0134
,,371.875,NaN,0.0335,0.1365,NaN,0.0143,0.0584
,,375,NaN,0.091,0.1677,NaN,0.0386,0.0712
,,378.125,NaN,0.0527,0.1629,NaN,0.0222,0.0686
,,381.25,NaN,0.1341,0.1221,NaN,0.056,0.051
,,384.375,NaN,0.0048,0.0982,NaN,0.002,0.0407
,,387.5,NaN,0.0599,0.0192,NaN,0.0246,0.0079
,,390.625,0.1054,0.0335,0.0814,0.0429,0.0136,0.0332
,,393.75,0.0527,0.0287,0.0503,0.0213,0.0116,0.0203
,,396.875,0.1844,0.1006,0.0886,0.0739,0.0403,0.0355
,,400,0.2108,0.2251,0.0575,0.0839,0.0896,0.0229
,,403.125,0.1988,0.1509,0.1341,0.0785,0.0596,0.0529
,,406.25,0.1916,0.1078,0.0551,0.0751,0.0422,0.0216
,,409.375,0.0551,0.1437,0.0982,0.0214,0.0559,0.0382
,,412.5,0.0551,0.1293,0.1126,0.0213,0.0499,0.0434
,,415.625,0.0982,0.0311,0.0934,0.0376,0.0119,0.0358
,,418.75,0.0144,0.079,0.0527,0.0055,0.03,0.02
,,421.875,0.0719,0.1006,0.1485,0.0271,0.038,0.056
,,425,0.1748,0.103,0.091,0.0655,0.0386,0.0341
,,428.125,0.1174,0.1078,0.0623,0.0436,0.0401,0.0232
,,431.25,0.1629,0.0623,0.1461,0.0601,0.023,0.0539
,,434.375,0.0671,0.0814,0.1341,0.0246,0.0298,0.0491
,,437.5,0.091,0.0551,0.1245,0.0331,0.02,0.0453
,,440.625,0.0934,0.1677,0.0647,0.0337,0.0606,0.0234
,,443.75,0.206,0.1054,0.1557,0.0739,0.0378,0.0558
,,446.875,0.1293,0.0479,0.103,0.0461,0.0171,0.0367
,,450,0.0742,0.1102,0.0383,0.0262,0.039,0.0135
,,453.125,0.1892,0.182,0.0479,0.0665,0.0639,0.0168
,,456.25,0.2203,0.024,0.0838,0.0768,0.0084,0.0292
,,459.375,0.0479,0.0742,0.0742,0.0166,0.0257,0.0257
,,462.5,NaN,0.0623,0.1054,NaN,0.0214,0.0363
,,465.625,NaN,0.1581,0.0479,NaN,0.054,0.0164
,,468.75,NaN,0.079,0.0862,NaN,0.0268,0.0293
,,471.875,NaN,0.0551,0.0168,NaN,0.0186,0.0057
,,475,NaN,0.0551,0.0575,NaN,0.0185,0.0193
,,478.125,NaN,0.0934,0.0527,NaN,0.0311,0.0175
,,481.25,NaN,0.2682,0.0958,NaN,0.0887,0.0317
,,484.375,NaN,0.0359,0.0862,NaN,0.0118,0.0283
,,487.5,NaN,0.1293,0.0216,NaN,0.0422,0.0071
,,490.625,NaN,0.1221,0.115,NaN,0.0396,0.0373
,,493.75,NaN,0.1964,0.0551,NaN,0.0633,0.0178
,,496.875,0,0.0742,0.091,0,0.0238,0.0291
,,500,0.0886,0.2036,0.0886,0.0282,0.0648,0.0282
,,503.125,0.0359,0.103,0.1293,0.0114,0.0326,0.0409
,,506.25,0.1317,0.1198,0.1078,0.0414,0.0377,0.0339
,,509.375,0.2874,0.1557,0.0695,0.0898,0.0486,0.0217
,,512.5,0.1365,0.1245,0.0671,0.0424,0.0387,0.0208
,,515.625,0.0647,0.1485,0.1557,0.02,0.0458,0.0481
,,518.75,0.103,0.115,0.091,0.0316,0.0353,0.0279
,,521.875,0.2443,0.1269,0.0527,0.0745,0.0387,0.0161
,,525,0.1341,0.0263,0.0527,0.0407,0.008,0.016
,,528.125,0.1557,0.1221,0.0958,0.0469,0.0368,0.0289
,,531.25,0.182,0.2419,0.0623,0.0545,0.0725,0.0187
,,534.375,0.1724,0.1892,0.1293,0.0513,0.0564,0.0385
,,537.5,0.0814,0.0623,0.0359,0.0241,0.0184,0.0106
,,540.625,0.091,0.1054,0.0623,0.0268,0.031,0.0183
,,543.75,0.0742,0.2323,0.0766,0.0217,0.068,0.0224
,,546.875,0.0551,0.1581,0.0072,0.016,0.046,0.0021
,,550,0.0671,0.0862,0.079,0.0194,0.0249,0.0229
,,553.125,0.1293,0.115,0.1006,0.0372,0.0331,0.0289
,,556.25,0.0144,0.2084,0.0192,0.0041,0.0596,0.0055
,,559.375,0.0431,0.2275,0.0216,0.0123,0.0647,0.0061
,,562.5,0.1174,0.2323,0.0383,0.0332,0.0657,0.0108
,,565.625,0.1868,0.1102,0.0335,0.0526,0.031,0.0094
,,568.75,0.1868,0.079,0.1629,0.0523,0.0221,0.0456
,,571.875,0.1174,0.1269,0.0766,0.0327,0.0353,0.0213
,,575,0.0503,0.2874,0.0359,0.0139,0.0795,0.0099
,,578.125,0.0766,0.1437,0.0479,0.0211,0.0396,0.0132
,,581.25,0.0838,0.2826,0.0766,0.0229,0.0774,0.021
,,584.375,0.091,0.1269,0.0144,0.0248,0.0346,0.0039
,,587.5,0.0551,0.1365,0.115,0.0149,0.037,0.0312
,,590.625,0.0934,0.1485,0.0144,0.0252,0.04,0.0039
,,593.75,0.0216,0.103,0.091,0.0058,0.0276,0.0244
,,596.875,0.0719,0.1892,0.0383,0.0192,0.0504,0.0102
,,600,0.0335,0.0934,0.1078,0.0089,0.0248,0.0286
,,603.125,0.0503,0.0383,0.1365,0.0133,0.0101,0.036
,,606.25,0,0.0216,0.0503,0,0.0057,0.0132
,,609.375,0.0934,0.285,0.0838,0.0244,0.0744,0.0219
,,612.5,0.0695,0.1437,0.0599,0.0181,0.0373,0.0156
,,615.625,0.0407,0.2108,0.115,0.0105,0.0545,0.0297
,,618.75,0.0407,0.1102,0.1054,0.0105,0.0283,0.0271
,,621.875,0.0144,0.0671,0.0311,0.0037,0.0172,0.008
,,625,0.1677,0.1054,0.1796,0.0427,0.0268,0.0457
,,628.125,0.0359,0.1006,0.0503,0.0091,0.0255,0.0127
,,631.25,0.0934,0.1724,0.2251,0.0235,0.0435,0.0568
,,634.375,0.0431,0.079,0.1293,0.0108,0.0198,0.0324
,,637.5,0.0431,0.2012,0.1389,0.0108,0.0502,0.0347
,,640.625,0.1126,0.1653,0.182,0.028,0.0411,0.0452
,,643.75,0.0695,0.0335,0.1006,0.0172,0.0083,0.0249
,,646.875,0.1461,0.0359,0.1844,0.0359,0.0088,0.0454
,,650,0.2443,0.091,0.3736,0.0598,0.0223,0.0915
,,653.125,0.115,0.0695,0.2946,0.028,0.0169,0.0718
,,656.25,0.3042,0.2012,0.2922,0.0738,0.0488,0.0709
,,659.375,0.0862,0.0862,0.1796,0.0208,0.0208,0.0434
,,662.5,0.0862,0.1485,0.0623,0.0207,0.0357,0.015
,,665.625,0.0671,0.0886,0.091,0.016,0.0212,0.0218
,,668.75,0.1437,0.0407,0.1437,0.0342,0.0097,0.0342
,,671.875,0.103,0.1174,0.1174,0.0244,0.0278,0.0278
,,675,0.0335,0.0527,0.0192,0.0079,0.0124,0.0045
,,678.125,0.024,0.1437,0.0359,0.0056,0.0337,0.0084
,,681.25,0.0599,0.1317,0.1198,0.014,0.0308,0.028
,,684.375,0.0814,0.079,0.079,0.0189,0.0184,0.0184
,,687.5,0.103,0.0503,0.1724,0.0238,0.0116,0.0399
,,690.625,0.0958,0.0431,0.1485,0.0221,0.0099,0.0342
,,693.75,0.1389,0.012,0.0982,0.0319,0.0028,0.0225
,,696.875,0.0671,0.1988,0.1581,0.0153,0.0454,0.0361
,,700,0.0383,0.1868,0.1006,0.0087,0.0425,0.0229
,,703.125,0.0599,0.2802,0.1054,0.0136,0.0634,0.0239
,,706.25,0.0407,0.1605,0.1102,0.0092,0.0362,0.0248
,,709.375,0.0503,0.0431,0.0742,0.0113,0.0097,0.0166
,,712.5,0.1437,0.0742,0.1964,0.0321,0.0166,0.0439
,,715.625,0.0862,0.1413,0.1677,0.0192,0.0314,0.0373
,,718.75,0.0766,0.0982,0.1317,0.017,0.0217,0.0292
,,721.875,0.1629,0.2203,0.2108,0.0359,0.0486,0.0465
,,725,0.2922,0.3305,0.364,0.0641,0.0726,0.0799
,,728.125,0.1126,0.2347,0.0287,0.0246,0.0513,0.0063
,,731.25,0.0838,0.1198,0.0503,0.0182,0.0261,0.0109
,,734.375,0.0671,0.2706,0.0048,0.0145,0.0586,0.001
,,737.5,0.0982,0.1006,0.1581,0.0212,0.0217,0.0341
,,740.625,0.0431,0.0359,0.0192,0.0093,0.0077,0.0041
,,743.75,0.0527,0.115,0.091,0.0113,0.0246,0.0195
,,746.875,0,0.0647,0.012,0,0.0138,0.0026
,,750,0.0742,0.2012,0.0958,0.0157,0.0427,0.0203
,,753.125,0.1006,0.1485,0.0599,0.0213,0.0314,0.0127
,,756.25,0.0766,0.1102,0.0958,0.0161,0.0232,0.0202
,,759.375,0.103,0.2754,0.0814,0.0216,0.0577,0.0171
,,762.5,0.182,0.3281,0.0982,0.038,0.0685,0.0205
,,765.625,0.0982,0.2347,0.0647,0.0204,0.0488,0.0134
,,768.75,0.0862,0.1174,0.0263,0.0178,0.0243,0.0054
,,771.875,0.091,0.1724,0.0359,0.0188,0.0355,0.0074
,,775,0.0671,0.1892,0.0479,0.0138,0.0389,0.0098
,,778.125,0.0862,0.0575,0.0431,0.0176,0.0118,0.0088
,,781.25,0.0335,0.012,0.0048,0.0068,0.0024,0.001
,,784.375,0.0647,0.1317,0.0527,0.0131,0.0267,0.0107
,,787.5,0.1006,0.0479,0.0144,0.0203,0.0097,0.0029
,,790.625,0.0287,0.115,0.079,0.0058,0.0231,0.0159
,,793.75,0.0862,0.0455,0.1006,0.0173,0.0091,0.0202
,,796.875,0.0671,0.0144,0.0335,0.0134,0.0029,0.0067
,,800,0.0934,0.0551,0.1365,0.0186,0.011,0.0272
,,803.125,0.0838,0.0407,0.091,0.0166,0.0081,0.018
,,806.25,0.0383,0.0862,0.0958,0.0076,0.017,0.0189
,,809.375,0.0623,0.1006,0.1102,0.0123,0.0198,0.0217
,,812.5,0.0742,0.1245,0.1198,0.0145,0.0244,0.0235
,,815.625,0.0766,0.1389,0.0527,0.0149,0.0271,0.0103
,,818.75,0.0575,0.0862,0.0862,0.0112,0.0168,0.0168
,,821.875,0.0311,0.1174,0.0527,0.006,0.0227,0.0102
,,825,0.1629,0.1437,0.1078,0.0314,0.0277,0.0208
,,828.125,0.0479,0.0335,0.0287,0.0092,0.0064,0.0055
,,831.25,0.0383,0.0623,0.0263,0.0073,0.0119,0.005
,,834.375,0,0.0958,0.0862,0,0.0183,0.0164
,,837.5,0.0623,0.0886,0.0647,0.0118,0.0168,0.0123
,,840.625,0.0407,0.1868,0.0575,0.0077,0.0354,0.0109
,,843.75,0.1293,0.0407,0.0671,0.0244,0.0077,0.0127
,,846.875,0.091,0.0814,0.1509,0.0171,0.0153,0.0284
,,850,0.1677,0.1269,0.1461,0.0314,0.0238,0.0274
,,853.125,0.1078,0.0958,0.0599,0.0201,0.0179,0.0112
,,856.25,0.1485,0.1581,0.0383,0.0276,0.0294,0.0071
,,859.375,0.0216,0.0407,0.0551,0.004,0.0075,0.0102
,,862.5,0.0359,0.0048,0.182,0.0066,0.0009,0.0336
,,865.625,0.0383,0.0814,0.0719,0.007,0.015,0.0132
,,868.75,0.1413,0.1365,0.0335,0.0259,0.025,0.0061
,,871.875,0.0671,0.103,0.1054,0.0122,0.0188,0.0192
,,875,0.0623,0.0838,0.0503,0.0113,0.0152,0.0091
,,878.125,0.1293,0.1557,0.1006,0.0234,0.0282,0.0182
,,881.25,0.0742,0.1174,0.0335,0.0134,0.0212,0.0061
,,884.375,0,0.1437,0.0383,0,0.0259,0.0069
,,887.5,0.1677,0.2299,0.0862,0.0301,0.0412,0.0155
,,890.625,0.1174,0.1006,0.1413,0.021,0.018,0.0253
,,893.75,0.103,0.0192,0.0168,0.0183,0.0034,0.003
,,896.875,0.1533,0.2012,0.1269,0.0272,0.0357,0.0225
,,900,0.17,0.1126,0.1413,0.0301,0.0199,0.025
,,903.125,0.1365,0.0407,0.079,0.0241,0.0072,0.0139
,,906.25,0.0695,0.0263,0.115,0.0122,0.0046,0.0202
,,909.375,0.0359,0.1126,0.1341,0.0063,0.0197,0.0235
,,912.5,0.1485,0.1844,0.1748,0.0259,0.0322,0.0305
,,915.625,0.1796,0.2467,0.2299,0.0312,0.0429,0.04
,,918.75,0.1461,0.1102,0.206,0.0253,0.0191,0.0357
,,921.875,0.2635,0.3784,0.1653,0.0455,0.0653,0.0285
,,925,0.0982,0.1724,0.0479,0.0169,0.0297,0.0082
,,928.125,0.2084,0.3353,0.1054,0.0357,0.0575,0.0181
,,931.25,0.1269,0.091,0.1629,0.0217,0.0156,0.0278
,,934.375,0.0575,0.1557,0.0599,0.0098,0.0265,0.0102
,,937.5,0.182,0.0862,0.0599,0.0309,0.0146,0.0102
,,940.625,0.1557,0.4694,0.206,0.0263,0.0794,0.0349
,,943.75,0.0192,0.091,0.1413,0.0032,0.0153,0.0238
,,946.875,0.0934,0.1868,0.0958,0.0157,0.0314,0.0161
,,950,0.3138,0.4119,0.467,0.0526,0.069,0.0782
,,953.125,0.3066,0.3904,0.3497,0.0512,0.0652,0.0584
,,956.25,0.0551,0.1437,0.0766,0.0092,0.0239,0.0127
,,959.375,0.0982,0.1293,0.1677,0.0163,0.0215,0.0278
,,962.5,0.2132,0.4239,0.1509,0.0353,0.0701,0.025
,,965.625,0.0958,0.0934,0.0431,0.0158,0.0154,0.0071
,,968.75,0.3042,0.3473,0.206,0.05,0.0571,0.0338
,,971.875,0.273,0.1413,0.2108,0.0447,0.0231,0.0345
,,975,0.182,0.3066,0.2826,0.0297,0.05,0.0461
,,978.125,0.1317,0.1174,0.1748,0.0214,0.0191,0.0284
,,981.25,0.0934,0.1485,0.0838,0.0151,0.0241,0.0136
,,984.375,0.0311,0.1629,0.0982,0.005,0.0263,0.0159
,,987.5,0.1078,0.297,0.1198,0.0174,0.0479,0.0193
,,990.625,0.1509,0.4455,0.2635,0.0242,0.0716,0.0423
,,993.75,0.3425,0.4383,0.2156,0.0549,0.0702,0.0345
,,996.875,0.1557,0.2754,0.1054,0.0249,0.044,0.0168
,,1000,0.1389,0.1509,0.2419,0.0221,0.024,0.0385
,,1003.125,0.3449,0.2012,0.3401,0.0547,0.0319,0.054
,,1006.25,0.2108,0.206,0.0958,0.0333,0.0326,0.0152
,,1009.375,0.0599,0.1557,0.1054,0.0094,0.0246,0.0166
,,1012.5,0.1916,0.1485,0.1581,0.0301,0.0233,0.0249
,,1015.625,0.1461,0.4359,0.0383,0.0229,0.0683,0.006
,,1018.75,0.3712,0.5125,0.206,0.058,0.0801,0.0322
,,1021.875,0.1581,0.1748,0.0719,0.0246,0.0272,0.0112
,,1025,0.2467,0.6802,0.1988,0.0383,0.1056,0.0309
,,1028.125,0.3233,0.4215,0.182,0.05,0.0652,0.0282
,,1031.25,0.5269,0.6227,0.2299,0.0813,0.0961,0.0355
,,1034.375,0.5868,0.5892,0.4622,0.0903,0.0907,0.0711
,,1037.5,0.5078,0.3976,0.479,0.0779,0.061,0.0735
,,1040.625,0.3233,0.7209,0.1174,0.0494,0.1103,0.018
,,1043.75,1.1712,1.4921,0.6179,0.1786,0.2275,0.0942
,,1046.875,0.2587,0.3161,0.1772,0.0393,0.0481,0.0269
,,1050,0.4024,0.3233,0.3617,0.061,0.049,0.0548
